City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
MORRIS,IL,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,GRUNDY,Summary star rating,4,358,36,4/1/2016,3/31/2017,,
MORRISON,IL,141329,MORRISON COMMUNITY HOSPITAL,WHITESIDE,Summary star rating,0,76,37,4/1/2016,3/31/2017,,
MOUNT CARMEL,IL,141327,WABASH GENERAL HOSPITAL 1,WABASH,Summary star rating,5,265,52,4/1/2016,3/31/2017,,
MOUNT VERNON,IL,140294,CROSSROADS COMMUNITY HOSPITAL,JEFFERSON,Summary star rating,4,255,44,4/1/2016,3/31/2017,,
MOUNT VERNON,IL,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,JEFFERSON,Summary star rating,4,433,26,4/1/2016,3/31/2017,,
MURPHYSBORO,IL,141334,ST JOSEPH MEMORIAL HOSPITAL,JACKSON,Summary star rating,0,74,23,4/1/2016,3/31/2017,,
NAPERVILLE,IL,140231,EDWARD HOSPITAL,DUPAGE,Summary star rating,3,2266,29,4/1/2016,3/31/2017,,
NASHVILLE,IL,141308,WASHINGTON COUNTY HOSPITAL*,WASHINGTON,Summary star rating,0,64,52,4/1/2016,3/31/2017,,
NEW LENOX,IL,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,WILL,Summary star rating,4,4065,28,4/1/2016,3/31/2017,,
NORMAL,IL,140127,ADVOCATE BROMENN MEDICAL CENTER,MCLEAN,Summary star rating,4,1706,30,4/1/2016,3/31/2017,,
OAK LAWN,IL,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,COOK,Summary star rating,3,5253,21,4/1/2016,3/31/2017,,
OAK PARK,IL,140063,RUSH OAK PARK HOSPITAL,COOK,Summary star rating,4,595,20,4/1/2016,3/31/2017,,
OAK PARK,IL,140049,WEST SUBURBAN MEDICAL CENTER,COOK,Summary star rating,2,462,27,4/1/2016,3/31/2017,,
OLNEY,IL,140147,RICHLAND MEMORIAL HOSPITAL,RICHLAND,Summary star rating,4,293,28,4/1/2016,3/31/2017,,
OLYMPIA FIELDS,IL,140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,COOK,Summary star rating,2,370,17,4/1/2016,3/31/2017,,
OTTAWA,IL,140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,LA SALLE,Summary star rating,3,463,25,4/1/2016,3/31/2017,,
PALOS HEIGHTS,IL,140062,PALOS COMMUNITY HOSPITAL,COOK,Summary star rating,3,1137,37,4/1/2016,3/31/2017,,
PANA,IL,141341,PANA COMMUNITY HOSPITAL,CHRISTIAN,Summary star rating,0,64,31,4/1/2016,3/31/2017,,
PARIS,IL,141320,PARIS COMMUNITY HOSPITAL,EDGAR,Summary star rating,5,164,34,4/1/2016,3/31/2017,,
PARK RIDGE,IL,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,COOK,Summary star rating,4,3853,25,4/1/2016,3/31/2017,,
PEKIN,IL,140120,PEKIN MEMORIAL HOSPITAL,TAZEWELL,Summary star rating,3,348,23,4/1/2016,3/31/2017,,
PEORIA,IL,140209,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,Summary star rating,4,911,26,4/1/2016,3/31/2017,,
PEORIA,IL,140013,PROCTOR HOSPITAL,PEORIA,Summary star rating,3,347,32,4/1/2016,3/31/2017,,
PEORIA,IL,140067,SAINT FRANCIS MEDICAL CENTER,PEORIA,Summary star rating,3,4350,29,4/1/2016,3/31/2017,,
PERU,IL,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,LA SALLE,Summary star rating,4,426,35,4/1/2016,3/31/2017,,
PINCKNEYVILLE,IL,141307,PINCKNEYVILLE COMMUNITY HOSPITAL,PERRY,Summary star rating,0,92,37,4/1/2016,3/31/2017,,
PITTSFIELD,IL,141315,ILLINI COMMUNITY HOSPITAL,PIKE,Summary star rating,0,55,34,4/1/2016,3/31/2017,,
PONTIAC,IL,140161,SAINT JAMES HOSPITAL,LIVINGSTON,Summary star rating,4,330,30,4/1/2016,3/31/2017,,
PRINCETON,IL,141337,PERRY MEMORIAL HOSPITAL,BUREAU,Summary star rating,4,178,34,4/1/2016,3/31/2017,,
QUINCY,IL,140015,BLESSING HOSPITAL,ADAMS,Summary star rating,3,542,28,4/1/2016,3/31/2017,,
RED BUD,IL,141348,RED BUD REGIONAL HOSPITAL,RANDOLPH,Summary star rating,3,185,38,4/1/2016,3/31/2017,,
ROBINSON,IL,141343,CRAWFORD MEMORIAL HOSPITAL,CRAWFORD,Summary star rating,5,112,20,4/1/2016,3/31/2017,,
ROCHELLE,IL,141312,ROCHELLE COMMUNITY HOSPITAL,OGLE,Summary star rating,4,104,28,4/1/2016,3/31/2017,,
ROCK ISLAND,IL,140280,TRINITY ROCK ISLAND,ROCK ISLAND,Summary star rating,3,878,28,4/1/2016,3/31/2017,,
ROCKFORD,IL,140239,ROCKFORD MEMORIAL HOSPITAL,WINNEBAGO,Summary star rating,3,2015,24,4/1/2016,3/31/2017,,
ROCKFORD,IL,140233,SAINT ANTHONY MEDICAL CENTER,WINNEBAGO,Summary star rating,3,2645,34,4/1/2016,3/31/2017,,
ROCKFORD,IL,140228,SWEDISH AMERICAN HOSPITAL,WINNEBAGO,Summary star rating,4,1350,25,4/1/2016,3/31/2017,,
ROSICLARE,IL,141328,HARDIN COUNTY GENERAL HOSPITAL,HARDIN,Summary star rating,0,79,24,4/1/2016,3/31/2017,,
RUSHVILLE,IL,141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,SCHUYLER,Summary star rating,0,FEWER THAN 50,31,4/1/2016,3/31/2017,,
SALEM,IL,141345,SALEM TOWNSHIP HOSPITAL,MARION,Summary star rating,4,133,40,4/1/2016,3/31/2017,,
SANDWICH,IL,141340,VALLEY WEST COMMUNITY HOSPITAL,DEKALB,Summary star rating,5,185,30,4/1/2016,3/31/2017,,
SHELBYVILLE,IL,140019,HSHS GOOD SHEPHERD HOSPITAL INC,SHELBY,Summary star rating,0,FEWER THAN 50,27,4/1/2016,3/31/2017,,
SHILOH,IL,140307,METRO-EAST SERVICES INC,SAINT CLAIR,Summary star rating,4,694,38,4/1/2016,3/31/2017,,
SILVIS,IL,140275,GENESIS HEALTH SYSTEM,ROCK ISLAND,Summary star rating,2,694,25,4/1/2016,3/31/2017,,
SPARTA,IL,141349,SPARTA COMMUNITY HOSPITAL,RANDOLPH,Summary star rating,0,58,27,4/1/2016,3/31/2017,,
SPRING VALLEY,IL,140143,ST MARGARETS HOSPITAL,BUREAU,Summary star rating,4,389,30,4/1/2016,3/31/2017,,
SPRINGFIELD,IL,140148,MEMORIAL MEDICAL CENTER,SANGAMON,Summary star rating,3,1532,23,4/1/2016,3/31/2017,,
SPRINGFIELD,IL,140053,ST JOHNS HOSPITAL,SANGAMON,Summary star rating,3,1972,30,4/1/2016,3/31/2017,,
STAUNTON,IL,141306,COMMUNITY MEMORIAL HOSPITAL,MACOUPIN,Summary star rating,0,61,45,4/1/2016,3/31/2017,,
STERLING,IL,140043,CGH MEDICAL CENTER,WHITESIDE,Summary star rating,4,458,29,4/1/2016,3/31/2017,,
TAYLORVILLE,IL,141339,TAYLORVILLE MEMORIAL HOSPITAL,CHRISTIAN,Summary star rating,4,169,25,4/1/2016,3/31/2017,,
URBANA,IL,140113,PRESENCE COVENANT MEDICAL CENTER,CHAMPAIGN,Summary star rating,4,371,35,4/1/2016,3/31/2017,,
URBANA,IL,140091,THE CARLE FOUNDATION HOSPITAL,CHAMPAIGN,Summary star rating,4,4247,26,4/1/2016,3/31/2017,,
VANDALIA,IL,141346,FAYETTE COUNTY HOSPITAL,FAYETTE,Summary star rating,0,68,30,4/1/2016,3/31/2017,,
WATSEKA,IL,140167,IROQUOIS MEMORIAL HOSPITAL,IROQUOIS,Summary star rating,0,90,23,4/1/2016,3/31/2017,,
WAUKEGAN,IL,140084,VISTA MEDICAL CENTER EAST,LAKE,Summary star rating,2,1422,22,4/1/2016,3/31/2017,,
WINFIELD,IL,140242,CENTRAL DUPAGE HOSPITAL,DUPAGE,Summary star rating,4,1355,33,4/1/2016,3/31/2017,,
WOODSTOCK,IL,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,MCHENRY,Summary star rating,3,572,25,4/1/2016,3/31/2017,,
ZION,IL,140100,MIDWESTERN REGION MED CENTER,LAKE,Summary star rating,5,442,28,4/1/2016,3/31/2017,,
ANDERSON,IN,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,MADISON,Summary star rating,4,557,30,4/1/2016,3/31/2017,,
ANDERSON,IN,150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,MADISON,Summary star rating,3,1161,36,4/1/2016,3/31/2017,,
ANGOLA,IN,151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,STEUBEN,Summary star rating,4,283,31,4/1/2016,3/31/2017,,
AUBURN,IN,150045,DEKALB HEALTH,DE KALB,Summary star rating,4,396,34,4/1/2016,3/31/2017,,
AVON,IN,150158,IU HEALTH WEST HOSPITAL,HENDRICKS,Summary star rating,4,545,24,4/1/2016,3/31/2017,,
BATESVILLE,IN,151329,MARGARET MARY HEALTH,RIPLEY,Summary star rating,4,427,33,4/1/2016,3/31/2017,,
BEDFORD,IN,151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,LAWRENCE,Summary star rating,4,158,24,4/1/2016,3/31/2017,,
BEDFORD,IN,151335,ST VINCENT DUNN HOSPITAL INC,LAWRENCE,Summary star rating,4,160,29,4/1/2016,3/31/2017,,
BLOOMINGTON,IN,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,MONROE,Summary star rating,3,495,22,4/1/2016,3/31/2017,,
BLOOMINGTON,IN,150183,MONROE HOSPITAL,MONROE,Summary star rating,3,326,33,4/1/2016,3/31/2017,,
BLUFFTON,IN,150075,BLUFFTON REGIONAL MEDICAL CENTER,WELLS,Summary star rating,4,377,34,4/1/2016,3/31/2017,,
BOONVILLE,IN,151325,ST VINCENT WARRICK,WARRICK,Summary star rating,0,71,42,4/1/2016,3/31/2017,,
BRAZIL,IN,151309,ST VINCENT CLAY HOSPITAL INC,CLAY,Summary star rating,0,62,27,4/1/2016,3/31/2017,,
BREMEN,IN,151300,COMMUNITY HOSPITAL OF BREMEN INC,MARSHALL,Summary star rating,5,106,41,4/1/2016,3/31/2017,,
CARMEL,IN,150182,FRANCISCAN HEALTH CARMEL,HAMILTON,Summary star rating,5,217,64,4/1/2016,3/31/2017,,
CARMEL,IN,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,HAMILTON,Summary star rating,4,816,25,4/1/2016,3/31/2017,,
CARMEL,IN,150157,ST VINCENT CARMEL HOSPITAL INC,HAMILTON,Summary star rating,3,871,28,4/1/2016,3/31/2017,,
CLARKSVILLE,IN,150176,KENTUCKIANA MEDICAL CENTER LLC,CLARK,Summary star rating,3,298,24,4/1/2016,3/31/2017,,
CLINTON,IN,151326,UNION HOSPITAL CLINTON,VERMILLION,Summary star rating,4,142,25,4/1/2016,3/31/2017,,
COLUMBIA CITY,IN,150101,PARKVIEW WHITLEY HOSPITAL,WHITLEY,Summary star rating,4,364,38,4/1/2016,3/31/2017,,
COLUMBUS,IN,150112,COLUMBUS REGIONAL HOSPITAL,BARTHOLOMEW,Summary star rating,4,676,32,4/1/2016,3/31/2017,,
CONNERSVILLE,IN,150064,FAYETTE REGIONAL HEALTH SYSTEM,FAYETTE,Summary star rating,4,156,33,4/1/2016,3/31/2017,,
CORYDON,IN,151331,HARRISON COUNTY HOSPITAL,HARRISON,Summary star rating,4,238,24,4/1/2016,3/31/2017,,
CRAWFORDSVILLE,IN,150022,FRANCISCAN HEALTH CRAWFORDSVILLE,MONTGOMERY,Summary star rating,4,197,28,4/1/2016,3/31/2017,,
CROWN POINT,IN,150126,FRANCISCAN HEALTH CROWN POINT,LAKE,Summary star rating,3,699,27,4/1/2016,3/31/2017,,
CROWN POINT,IN,150166,PINNACLE HOSPITAL,LAKE,Summary star rating,4,237,31,4/1/2016,3/31/2017,,
DANVILLE,IN,150005,HENDRICKS REGIONAL HEALTH,HENDRICKS,Summary star rating,4,382,33,4/1/2016,3/31/2017,,
DECATUR,IN,151330,ADAMS MEMORIAL HOSPITAL,ADAMS,Summary star rating,4,336,34,4/1/2016,3/31/2017,,
DYER,IN,150090,FRANCISCAN HEALTH DYER,LAKE,Summary star rating,3,497,26,4/1/2016,3/31/2017,,
EAST CHICAGO,IN,150008,ST CATHERINE HOSPITAL INC,LAKE,Summary star rating,4,568,14,4/1/2016,3/31/2017,,
ELKHART,IN,150018,ELKHART GENERAL HOSPITAL,ELKHART,Summary star rating,3,443,31,4/1/2016,3/31/2017,,
ELWOOD,IN,151308,ST VINCENT MERCY HOSPITAL,MADISON,Summary star rating,0,FEWER THAN 50,14,4/1/2016,3/31/2017,,
EVANSVILLE,IN,150082,DEACONESS HOSPITAL INC,VANDERBURGH,Summary star rating,4,5273,30,4/1/2016,3/31/2017,,
EVANSVILLE,IN,150100,ST VINCENT EVANSVILLE,VANDERBURGH,Summary star rating,4,2677,38,4/1/2016,3/31/2017,,
FISHERS,IN,150181,ST VINCENT FISHERS HOSPITAL INC,HAMILTON,Summary star rating,4,278,27,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150150,DUPONT HOSPITAL LLC,ALLEN,Summary star rating,3,567,22,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150017,LUTHERAN HOSPITAL OF INDIANA,ALLEN,Summary star rating,3,2069,30,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,ALLEN,Summary star rating,5,357,57,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150021,PARKVIEW REGIONAL MEDICAL CENTER,ALLEN,Summary star rating,4,3125,39,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150047,ST JOSEPH HOSPITAL,ALLEN,Summary star rating,2,562,26,4/1/2016,3/31/2017,,
FORT WAYNE,IN,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,ALLEN,Summary star rating,4,325,37,4/1/2016,3/31/2017,,
FRANKFORT,IN,151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,CLINTON,Summary star rating,0,74,28,4/1/2016,3/31/2017,,
FRANKLIN,IN,150001,JOHNSON MEMORIAL HOSPITAL,JOHNSON,Summary star rating,4,337,39,4/1/2016,3/31/2017,,
GARY,IN,150002,METHODIST HOSPITALS INC,LAKE,Summary star rating,3,848,14,4/1/2016,3/31/2017,,
GOSHEN,IN,150026,GOSHEN GENERAL HOSPITAL,ELKHART,Summary star rating,4,1014,27,4/1/2016,3/31/2017,,
GREENCASTLE,IN,151333,PUTNAM COUNTY HOSPITAL,PUTNAM,Summary star rating,3,155,31,4/1/2016,3/31/2017,,
GREENFIELD,IN,150037,HANCOCK REGIONAL HOSPITAL,HANCOCK,Summary star rating,4,569,40,4/1/2016,3/31/2017,,
GREENSBURG,IN,151332,DECATUR COUNTY MEMORIAL HOSPITAL,DECATUR,Summary star rating,4,216,28,4/1/2016,3/31/2017,,
HAMMOND,IN,150004,FRANCISCAN HEALTH HAMMOND,LAKE,Summary star rating,2,414,14,4/1/2016,3/31/2017,,
HARTFORD CITY,IN,151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,BLACKFORD,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
HOBART,IN,150034,ST MARY MEDICAL CENTER INC,LAKE,Summary star rating,3,1403,26,4/1/2016,3/31/2017,,
HUNTINGTON,IN,150091,PARKVIEW HUNTINGTON HOSPITAL,HUNTINGTON,Summary star rating,5,334,32,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150074,COMMUNITY HOSPITAL EAST,MARION,Summary star rating,4,1843,22,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150169,COMMUNITY HOSPITAL NORTH,MARION,Summary star rating,3,571,23,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150128,COMMUNITY HOSPITAL SOUTH,MARION,Summary star rating,4,525,25,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150024,ESKENAZI HEALTH,MARION,Summary star rating,3,489,9,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150162,FRANCISCAN HEALTH INDIANAPOLIS,MARION,Summary star rating,4,2674,27,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150056,INDIANA UNIVERSITY HEALTH,MARION,Summary star rating,3,1372,19,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150160,ORTHOINDY HOSPITAL,MARION,Summary star rating,5,1440,55,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150153,ST VINCENT HEART CENTER OF INDIANA LLC,HAMILTON,Summary star rating,4,1417,47,4/1/2016,3/31/2017,,
INDIANAPOLIS,IN,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,MARION,Summary star rating,3,4222,33,4/1/2016,3/31/2017,,
JASPER,IN,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,DUBOIS,Summary star rating,4,369,36,4/1/2016,3/31/2017,,
JEFFERSONVILLE,IN,150009,CLARK MEMORIAL HOSPITAL,CLARK,Summary star rating,3,1353,28,4/1/2016,3/31/2017,,
KENDALLVILLE,IN,150146,PARKVIEW NOBLE HOSPITAL,NOBLE,Summary star rating,4,353,39,4/1/2016,3/31/2017,,
KNOX,IN,150102,STARKE HOSPITAL,STARKE,Summary star rating,4,109,34,4/1/2016,3/31/2017,,
KOKOMO,IN,150007,COMMUNITY HOWARD REGIONAL HEALTH INC,HOWARD,Summary star rating,3,645,23,4/1/2016,3/31/2017,,
KOKOMO,IN,150010,ST VINCENT KOKOMO,HOWARD,Summary star rating,4,988,34,4/1/2016,3/31/2017,,
LA PORTE,IN,150006,LA PORTE HOSPITAL,LA PORTE,Summary star rating,3,807,27,4/1/2016,3/31/2017,,
LAFAYETTE,IN,150109,FRANCISCAN HEALTH LAFAYETTE,TIPPECANOE,Summary star rating,4,1140,30,4/1/2016,3/31/2017,,
LAFAYETTE,IN,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,TIPPECANOE,Summary star rating,3,534,24,4/1/2016,3/31/2017,,
LAGRANGE,IN,151323,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,Summary star rating,4,200,31,4/1/2016,3/31/2017,,
LAWRENCEBURG,IN,150086,DEARBORN COUNTY HOSPITAL,DEARBORN,Summary star rating,4,376,26,4/1/2016,3/31/2017,,
LEBANON,IN,150104,WITHAM HEALTH SERVICES,BOONE,Summary star rating,4,377,23,4/1/2016,3/31/2017,,
LINTON,IN,151317,GREENE COUNTY GENERAL HOSPITAL,GREENE,Summary star rating,4,129,25,4/1/2016,3/31/2017,,
LOGANSPORT,IN,150072,MEMORIAL HOSPITAL,CASS,Summary star rating,3,384,34,4/1/2016,3/31/2017,,
MADISON,IN,150069,KING'S DAUGHTERS' HEALTH,JEFFERSON,Summary star rating,4,473,27,4/1/2016,3/31/2017,,
MARION,IN,150011,MARION GENERAL HOSPITAL,GRANT,Summary star rating,3,476,21,4/1/2016,3/31/2017,,
MICHIGAN CITY,IN,150015,FRANCISCAN HEALTH MICHIGAN CITY,LA PORTE,Summary star rating,3,845,22,4/1/2016,3/31/2017,,
MISHAWAKA,IN,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH,Summary star rating,3,2047,29,4/1/2016,3/31/2017,,
MISHAWAKA,IN,150177,UNITY MEDICAL AND SURGICAL HOSPITAL,ST JOSEPH,Summary star rating,5,126,43,4/1/2016,3/31/2017,,
MONTICELLO,IN,151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,WHITE,Summary star rating,2,103,33,4/1/2016,3/31/2017,,
MOORESVILLE,IN,150057,FRANCISCAN HEALTH MOORESVILLE,MORGAN,Summary star rating,4,904,38,4/1/2016,3/31/2017,,
MUNCIE,IN,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,DELAWARE,Summary star rating,3,503,21,4/1/2016,3/31/2017,,
MUNSTER,IN,150125,COMMUNITY HOSPITAL,LAKE,Summary star rating,3,2374,28,4/1/2016,3/31/2017,,
MUNSTER,IN,150165,FRANCISCAN HEALTH MUNSTER,LAKE,Summary star rating,3,414,27,4/1/2016,3/31/2017,,
NEW ALBANY,IN,150044,BAPTIST HEALTH FLOYD,FLOYD,Summary star rating,3,866,31,4/1/2016,3/31/2017,,
NEW ALBANY,IN,150172,PHYSICIANS' MEDICAL CENTER LLC,FLOYD,Summary star rating,4,325,37,4/1/2016,3/31/2017,,
NEW CASTLE,IN,150030,HENRY COUNTY MEMORIAL HOSPITAL,HENRY,Summary star rating,4,468,32,4/1/2016,3/31/2017,,
NEWBURGH,IN,150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,WARRICK,Summary star rating,4,566,41,4/1/2016,3/31/2017,,
NEWBURGH,IN,150149,WOMEN'S HOSPITAL THE,WARRICK,Summary star rating,4,559,21,4/1/2016,3/31/2017,,
NOBLESVILLE,IN,150059,RIVERVIEW HEALTH,HAMILTON,Summary star rating,4,824,35,4/1/2016,3/31/2017,,
NORTH VERNON,IN,151303,ST VINCENT JENNINGS HOSPITAL INC,JENNINGS,Summary star rating,0,64,35,4/1/2016,3/31/2017,,
PAOLI,IN,151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,ORANGE,Summary star rating,0,FEWER THAN 50,18,4/1/2016,3/31/2017,,
PERU,IN,151318,DUKES MEMORIAL HOSPITAL,MIAMI,Summary star rating,2,172,27,4/1/2016,3/31/2017,,
PLYMOUTH,IN,150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,MARSHALL,Summary star rating,3,346,25,4/1/2016,3/31/2017,,
PORTLAND,IN,151320,JAY COUNTY HOSPITAL,JAY,Summary star rating,4,308,31,4/1/2016,3/31/2017,,
PRINCETON,IN,151319,GIBSON GENERAL HOSPITAL,GIBSON,Summary star rating,0,76,33,4/1/2016,3/31/2017,,
RENSSELAER,IN,151324,"FRANCISCAN HEALTH RENSSELAER, INC",JASPER,Summary star rating,3,121,29,4/1/2016,3/31/2017,,
RICHMOND,IN,150048,REID HEALTH,WAYNE,Summary star rating,3,1114,24,4/1/2016,3/31/2017,,
ROCHESTER,IN,151313,WOODLAWN HOSPITAL,FULTON,Summary star rating,4,218,27,4/1/2016,3/31/2017,,
RUSHVILLE,IN,151304,RUSH MEMORIAL HOSPITAL,RUSH,Summary star rating,4,113,29,4/1/2016,3/31/2017,,
SCOTTSBURG,IN,151334,SCOTT MEMORIAL HOSPITAL,SCOTT,Summary star rating,4,174,24,4/1/2016,3/31/2017,,
SEYMOUR,IN,150065,SCHNECK MEDICAL CENTER,JACKSON,Summary star rating,4,310,26,4/1/2016,3/31/2017,,
SHELBYVILLE,IN,150097,MAJOR HOSPITAL,SHELBY,Summary star rating,4,468,23,4/1/2016,3/31/2017,,
SOUTH BEND,IN,150058,MEMORIAL HOSPITAL OF SOUTH BEND,ST JOSEPH,Summary star rating,3,432,26,4/1/2016,3/31/2017,,
SULLIVAN,IN,151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,Summary star rating,5,140,27,4/1/2016,3/31/2017,,
TELL CITY,IN,151322,PERRY COUNTY MEMORIAL HOSPITAL,PERRY,Summary star rating,5,185,33,4/1/2016,3/31/2017,,
TERRE HAUTE,IN,150046,TERRE HAUTE REGIONAL HOSPITAL,VIGO,Summary star rating,4,799,24,4/1/2016,3/31/2017,,
TERRE HAUTE,IN,150023,UNION HOSPITAL INC,VIGO,Summary star rating,3,613,25,4/1/2016,3/31/2017,,
TIPTON,IN,151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,Summary star rating,5,182,37,4/1/2016,3/31/2017,,
VALPARAISO,IN,150035,PORTER REGIONAL HOSPITAL,PORTER,Summary star rating,3,865,27,4/1/2016,3/31/2017,,
VINCENNES,IN,150042,GOOD SAMARITAN HOSPITAL,KNOX,Summary star rating,4,480,27,4/1/2016,3/31/2017,,
WABASH,IN,151310,"PARKVIEW WABASH HOSPITAL, INC",WABASH,Summary star rating,4,238,43,4/1/2016,3/31/2017,,
WARSAW,IN,150133,KOSCIUSKO COMMUNITY HOSPITAL,KOSCIUSKO,Summary star rating,3,578,26,4/1/2016,3/31/2017,,
WASHINGTON,IN,150061,DAVIESS COMMUNITY HOSPITAL,DAVIESS,Summary star rating,4,316,26,4/1/2016,3/31/2017,,
WILLIAMSPORT,IN,151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,WARREN,Summary star rating,0,59,24,4/1/2016,3/31/2017,,
WINAMAC,IN,151305,PULASKI MEMORIAL HOSPITAL,PULASKI,Summary star rating,5,117,30,4/1/2016,3/31/2017,,
WINCHESTER,IN,151301,ST VINCENT RANDOLPH HOSPITAL INC,RANDOLPH,Summary star rating,4,125,31,4/1/2016,3/31/2017,,
ABILENE,KS,171381,MEMORIAL HOSPITAL,DICKINSON,Summary star rating,0,84,29,4/1/2016,3/31/2017,,
ANDOVER,KS,170197,KANSAS MEDICAL CENTER LLC,BUTLER,Summary star rating,3,498,31,4/1/2016,3/31/2017,,
ANTHONY,KS,171346,ANTHONY MEDICAL CENTER,HARPER,Summary star rating,0,FEWER THAN 50,31,4/1/2016,3/31/2017,,
ARKANSAS CITY,KS,170150,SOUTH CENTRAL KS  MED CENTER,COWLEY,Summary star rating,3,178,28,4/1/2016,3/31/2017,,
ATCHISON,KS,171382,ATCHISON HOSPITAL,ATCHISON,Summary star rating,4,195,25,4/1/2016,3/31/2017,,
ATWOOD,KS,171307,RAWLINS COUNTY HEALTH CENTER,RAWLINS,Summary star rating,0,FEWER THAN 50,28,4/1/2016,3/31/2017,,
BELLEVILLE,KS,171361,REPUBLIC COUNTY HOSPITAL,REPUBLIC,Summary star rating,3,126,37,4/1/2016,3/31/2017,,
BELOIT,KS,171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,MITCHELL,Summary star rating,4,294,41,4/1/2016,3/31/2017,,
BURLINGTON,KS,170094,COFFEY COUNTY HOSPITAL,COFFEY,Summary star rating,5,109,29,4/1/2016,3/31/2017,,
CALDWELL,KS,171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,SUMNER,Summary star rating,0,FEWER THAN 50,49,4/1/2016,3/31/2017,,
CHANUTE,KS,171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,NEOSHO,Summary star rating,5,343,27,4/1/2016,3/31/2017,,
CLAY CENTER,KS,171371,CLAY COUNTY MEDICAL CENTER,CLAY,Summary star rating,4,157,40,4/1/2016,3/31/2017,,
COFFEYVILLE,KS,170145,COFFEYVILLE REGIONAL MEDICAL CENTER,MONTGOMERY,Summary star rating,3,304,27,4/1/2016,3/31/2017,,
COLBY,KS,171362,CITIZENS MEDICAL CENTER,THOMAS,Summary star rating,4,119,30,4/1/2016,3/31/2017,,
CONCORDIA,KS,171349,CLOUD COUNTY HEALTH CENTER,CLOUD,Summary star rating,0,FEWER THAN 50,29,4/1/2016,3/31/2017,,
DODGE CITY,KS,170175,WESTERN PLAINS MEDICAL COMPLEX,FORD,Summary star rating,3,389,30,4/1/2016,3/31/2017,,
EL DORADO,KS,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,BUTLER,Summary star rating,4,290,27,4/1/2016,3/31/2017,,
ELKHART,KS,170166,MORTON COUNTY HOSPITAL,MORTON,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
